t,timestamp,value,regime_hint,source_y_name,y_units,original_index,source_y_name_ru,recommended_group,source_dataset
224,2014-02-20 21:27:00,39.66,normal,EC2 CPU utilization,%,403,загрузка процессора сервера EC2,main_recommended,NAB
225,2014-02-20 22:07:00,40.61,normal,EC2 CPU utilization,%,405,загрузка процессора сервера EC2,main_recommended,NAB
226,2014-02-20 22:47:00,39.554,normal,EC2 CPU utilization,%,407,загрузка процессора сервера EC2,main_recommended,NAB
227,2014-02-20 23:37:00,40.282,normal,EC2 CPU utilization,%,409,загрузка процессора сервера EC2,main_recommended,NAB
228,2014-02-21 00:07:00,46.486,normal,EC2 CPU utilization,%,410,загрузка процессора сервера EC2,main_recommended,NAB
229,2014-02-21 00:42:00,49.062,normal,EC2 CPU utilization,%,412,загрузка процессора сервера EC2,main_recommended,NAB
230,2014-02-21 01:32:00,45.916,normal,EC2 CPU utilization,%,414,загрузка процессора сервера EC2,main_recommended,NAB
231,2014-02-21 02:07:00,46.22,normal,EC2 CPU utilization,%,416,загрузка процессора сервера EC2,main_recommended,NAB
232,2014-02-21 02:57:00,51.83,normal,EC2 CPU utilization,%,418,загрузка процессора сервера EC2,main_recommended,NAB
233,2014-02-21 03:17:00,38.662,normal,EC2 CPU utilization,%,419,загрузка процессора сервера EC2,main_recommended,NAB
234,2014-02-21 04:07:00,41.31399999999999,normal,EC2 CPU utilization,%,421,загрузка процессора сервера EC2,main_recommended,NAB
235,2014-02-21 04:47:00,42.092,normal,EC2 CPU utilization,%,423,загрузка процессора сервера EC2,main_recommended,NAB
236,2014-02-21 05:32:00,41.988,normal,EC2 CPU utilization,%,425,загрузка процессора сервера EC2,main_recommended,NAB
237,2014-02-21 06:12:00,40.338,normal,EC2 CPU utilization,%,427,загрузка процессора сервера EC2,main_recommended,NAB
238,2014-02-21 06:42:00,47.418,normal,EC2 CPU utilization,%,428,загрузка процессора сервера EC2,main_recommended,NAB
239,2014-02-21 07:22:00,44.014,normal,EC2 CPU utilization,%,430,загрузка процессора сервера EC2,main_recommended,NAB
240,2014-02-21 08:12:00,49.108,normal,EC2 CPU utilization,%,432,загрузка процессора сервера EC2,main_recommended,NAB
241,2014-02-21 09:02:00,49.06800000000001,normal,EC2 CPU utilization,%,434,загрузка процессора сервера EC2,main_recommended,NAB
242,2014-02-21 09:52:00,48.63800000000001,normal,EC2 CPU utilization,%,436,загрузка процессора сервера EC2,main_recommended,NAB
243,2014-02-21 10:02:00,41.36,normal,EC2 CPU utilization,%,437,загрузка процессора сервера EC2,main_recommended,NAB
244,2014-02-21 10:57:00,51.032,normal,EC2 CPU utilization,%,439,загрузка процессора сервера EC2,main_recommended,NAB
245,2014-02-21 11:42:00,38.486,normal,EC2 CPU utilization,%,441,загрузка процессора сервера EC2,main_recommended,NAB
246,2014-02-21 12:17:00,41.878,normal,EC2 CPU utilization,%,443,загрузка процессора сервера EC2,main_recommended,NAB
247,2014-02-21 12:57:00,41.426,normal,EC2 CPU utilization,%,445,загрузка процессора сервера EC2,main_recommended,NAB
248,2014-02-21 13:27:00,46.374,normal,EC2 CPU utilization,%,446,загрузка процессора сервера EC2,main_recommended,NAB
249,2014-02-21 14:17:00,48.942,normal,EC2 CPU utilization,%,448,загрузка процессора сервера EC2,main_recommended,NAB
250,2014-02-21 14:57:00,45.234,normal,EC2 CPU utilization,%,450,загрузка процессора сервера EC2,main_recommended,NAB
251,2014-02-21 15:32:00,47.06,normal,EC2 CPU utilization,%,452,загрузка процессора сервера EC2,main_recommended,NAB
252,2014-02-21 15:52:00,39.014,normal,EC2 CPU utilization,%,453,загрузка процессора сервера EC2,main_recommended,NAB
253,2014-02-21 16:57:00,50.978,normal,EC2 CPU utilization,%,455,загрузка процессора сервера EC2,main_recommended,NAB
254,2014-02-21 17:37:00,46.342,normal,EC2 CPU utilization,%,457,загрузка процессора сервера EC2,main_recommended,NAB
255,2014-02-21 18:27:00,46.45,normal,EC2 CPU utilization,%,459,загрузка процессора сервера EC2,main_recommended,NAB
256,2014-02-21 18:52:00,45.798,normal,EC2 CPU utilization,%,461,загрузка процессора сервера EC2,main_recommended,NAB
257,2014-02-21 19:32:00,41.552,normal,EC2 CPU utilization,%,462,загрузка процессора сервера EC2,main_recommended,NAB
258,2014-02-21 20:07:00,46.62,normal,EC2 CPU utilization,%,464,загрузка процессора сервера EC2,main_recommended,NAB
259,2014-02-21 20:57:00,46.018,normal,EC2 CPU utilization,%,466,загрузка процессора сервера EC2,main_recommended,NAB
260,2014-02-21 21:32:00,47.35,normal,EC2 CPU utilization,%,468,загрузка процессора сервера EC2,main_recommended,NAB
261,2014-02-21 22:32:00,48.45,normal,EC2 CPU utilization,%,470,загрузка процессора сервера EC2,main_recommended,NAB
262,2014-02-21 22:37:00,41.428,normal,EC2 CPU utilization,%,471,загрузка процессора сервера EC2,main_recommended,NAB
263,2014-02-21 23:22:00,47.746,normal,EC2 CPU utilization,%,473,загрузка процессора сервера EC2,main_recommended,NAB
264,2014-02-22 00:12:00,46.916,normal,EC2 CPU utilization,%,475,загрузка процессора сервера EC2,main_recommended,NAB
265,2014-02-22 01:02:00,49.562,normal,EC2 CPU utilization,%,477,загрузка процессора сервера EC2,main_recommended,NAB
266,2014-02-22 01:37:00,48.99,normal,EC2 CPU utilization,%,479,загрузка процессора сервера EC2,main_recommended,NAB
267,2014-02-22 02:02:00,49.578,normal,EC2 CPU utilization,%,480,загрузка процессора сервера EC2,main_recommended,NAB
268,2014-02-22 02:52:00,46.62,normal,EC2 CPU utilization,%,482,загрузка процессора сервера EC2,main_recommended,NAB
269,2014-02-22 03:42:00,47.37,normal,EC2 CPU utilization,%,484,загрузка процессора сервера EC2,main_recommended,NAB
270,2014-02-22 04:32:00,46.38399999999999,normal,EC2 CPU utilization,%,486,загрузка процессора сервера EC2,main_recommended,NAB
271,2014-02-22 05:07:00,50.938,normal,EC2 CPU utilization,%,488,загрузка процессора сервера EC2,main_recommended,NAB
272,2014-02-22 05:27:00,39.506,normal,EC2 CPU utilization,%,489,загрузка процессора сервера EC2,main_recommended,NAB
273,2014-02-22 06:17:00,38.522,normal,EC2 CPU utilization,%,491,загрузка процессора сервера EC2,main_recommended,NAB
274,2014-02-22 06:52:00,42.13,normal,EC2 CPU utilization,%,493,загрузка процессора сервера EC2,main_recommended,NAB
275,2014-02-22 07:42:00,41.57,normal,EC2 CPU utilization,%,495,загрузка процессора сервера EC2,main_recommended,NAB
276,2014-02-22 08:22:00,39.8,normal,EC2 CPU utilization,%,497,загрузка процессора сервера EC2,main_recommended,NAB
277,2014-02-22 08:52:00,47.09,normal,EC2 CPU utilization,%,498,загрузка процессора сервера EC2,main_recommended,NAB
278,2014-02-22 09:27:00,44.934,normal,EC2 CPU utilization,%,500,загрузка процессора сервера EC2,main_recommended,NAB
279,2014-02-22 10:12:00,42.558,normal,EC2 CPU utilization,%,502,загрузка процессора сервера EC2,main_recommended,NAB
280,2014-02-22 11:52:00,38.632,normal,EC2 CPU utilization,%,506,загрузка процессора сервера EC2,main_recommended,NAB
281,2014-02-22 12:22:00,49.694,normal,EC2 CPU utilization,%,507,загрузка процессора сервера EC2,main_recommended,NAB
282,2014-02-22 12:57:00,45.47,normal,EC2 CPU utilization,%,509,загрузка процессора сервера EC2,main_recommended,NAB
283,2014-02-22 13:47:00,48.07,normal,EC2 CPU utilization,%,511,загрузка процессора сервера EC2,main_recommended,NAB
284,2014-02-22 14:37:00,49.14,normal,EC2 CPU utilization,%,513,загрузка процессора сервера EC2,main_recommended,NAB
285,2014-02-22 15:22:00,40.234,normal,EC2 CPU utilization,%,515,загрузка процессора сервера EC2,main_recommended,NAB
286,2014-02-22 15:27:00,46.55,normal,EC2 CPU utilization,%,516,загрузка процессора сервера EC2,main_recommended,NAB
287,2014-02-22 16:22:00,38.874,normal,EC2 CPU utilization,%,518,загрузка процессора сервера EC2,main_recommended,NAB
288,2014-02-22 17:12:00,39.408,normal,EC2 CPU utilization,%,520,загрузка процессора сервера EC2,main_recommended,NAB
289,2014-02-22 17:52:00,50.104,normal,EC2 CPU utilization,%,522,загрузка процессора сервера EC2,main_recommended,NAB
290,2014-02-22 18:42:00,46.338,normal,EC2 CPU utilization,%,524,загрузка процессора сервера EC2,main_recommended,NAB
291,2014-02-22 19:02:00,40.446,normal,EC2 CPU utilization,%,525,загрузка процессора сервера EC2,main_recommended,NAB
292,2014-02-22 19:52:00,39.32,normal,EC2 CPU utilization,%,527,загрузка процессора сервера EC2,main_recommended,NAB
293,2014-02-22 20:27:00,41.666,normal,EC2 CPU utilization,%,529,загрузка процессора сервера EC2,main_recommended,NAB
294,2014-02-22 21:07:00,39.622,normal,EC2 CPU utilization,%,531,загрузка процессора сервера EC2,main_recommended,NAB
295,2014-02-22 21:47:00,43.68600000000001,normal,EC2 CPU utilization,%,533,загрузка процессора сервера EC2,main_recommended,NAB
296,2014-02-22 22:22:00,40.118,normal,EC2 CPU utilization,%,534,загрузка процессора сервера EC2,main_recommended,NAB
297,2014-02-22 23:12:00,39.28,normal,EC2 CPU utilization,%,536,загрузка процессора сервера EC2,main_recommended,NAB
298,2014-02-22 23:47:00,38.31,normal,EC2 CPU utilization,%,538,загрузка процессора сервера EC2,main_recommended,NAB
299,2014-02-23 00:37:00,39.93,normal,EC2 CPU utilization,%,540,загрузка процессора сервера EC2,main_recommended,NAB
300,2014-02-23 01:27:00,39.456,normal,EC2 CPU utilization,%,542,загрузка процессора сервера EC2,main_recommended,NAB
301,2014-02-23 01:32:00,46.918,normal,EC2 CPU utilization,%,543,загрузка процессора сервера EC2,main_recommended,NAB
302,2014-02-23 02:17:00,39.166,normal,EC2 CPU utilization,%,545,загрузка процессора сервера EC2,main_recommended,NAB
303,2014-02-23 03:07:00,41.15,normal,EC2 CPU utilization,%,547,загрузка процессора сервера EC2,main_recommended,NAB
304,2014-02-23 03:57:00,41.42,normal,EC2 CPU utilization,%,549,загрузка процессора сервера EC2,main_recommended,NAB
305,2014-02-23 04:47:00,40.376,normal,EC2 CPU utilization,%,551,загрузка процессора сервера EC2,main_recommended,NAB
306,2014-02-23 04:57:00,45.188,normal,EC2 CPU utilization,%,552,загрузка процессора сервера EC2,main_recommended,NAB
307,2014-02-23 05:42:00,49.062,normal,EC2 CPU utilization,%,554,загрузка процессора сервера EC2,main_recommended,NAB
308,2014-02-23 06:32:00,47.442,normal,EC2 CPU utilization,%,556,загрузка процессора сервера EC2,main_recommended,NAB
309,2014-02-23 07:22:00,44.448,normal,EC2 CPU utilization,%,558,загрузка процессора сервера EC2,main_recommended,NAB
310,2014-02-23 08:12:00,49.19,normal,EC2 CPU utilization,%,560,загрузка процессора сервера EC2,main_recommended,NAB
311,2014-02-23 08:32:00,39.53,normal,EC2 CPU utilization,%,561,загрузка процессора сервера EC2,main_recommended,NAB
312,2014-02-23 09:22:00,38.84,normal,EC2 CPU utilization,%,563,загрузка процессора сервера EC2,main_recommended,NAB
313,2014-02-23 09:47:00,40.492,normal,EC2 CPU utilization,%,565,загрузка процессора сервера EC2,main_recommended,NAB
314,2014-02-23 10:47:00,38.63800000000001,normal,EC2 CPU utilization,%,567,загрузка процессора сервера EC2,main_recommended,NAB
315,2014-02-23 11:37:00,38.618,normal,EC2 CPU utilization,%,569,загрузка процессора сервера EC2,main_recommended,NAB
316,2014-02-23 11:42:00,45.448,normal,EC2 CPU utilization,%,570,загрузка процессора сервера EC2,main_recommended,NAB
317,2014-02-23 12:32:00,48.334,normal,EC2 CPU utilization,%,572,загрузка процессора сервера EC2,main_recommended,NAB
318,2014-02-23 13:07:00,45.084,normal,EC2 CPU utilization,%,574,загрузка процессора сервера EC2,main_recommended,NAB
319,2014-02-23 13:52:00,39.152,normal,EC2 CPU utilization,%,576,загрузка процессора сервера EC2,main_recommended,NAB
320,2014-02-23 14:42:00,40.61,normal,EC2 CPU utilization,%,578,загрузка процессора сервера EC2,main_recommended,NAB
321,2014-02-23 15:17:00,38.56800000000001,normal,EC2 CPU utilization,%,579,загрузка процессора сервера EC2,main_recommended,NAB
322,2014-02-23 15:52:00,41.374,normal,EC2 CPU utilization,%,581,загрузка процессора сервера EC2,main_recommended,NAB
323,2014-02-23 16:32:00,39.742,normal,EC2 CPU utilization,%,583,загрузка процессора сервера EC2,main_recommended,NAB
324,2014-02-23 17:22:00,42.714,normal,EC2 CPU utilization,%,585,загрузка процессора сервера EC2,main_recommended,NAB
325,2014-02-23 18:12:00,38.886,normal,EC2 CPU utilization,%,587,загрузка процессора сервера EC2,main_recommended,NAB
326,2014-02-23 18:42:00,47.176,normal,EC2 CPU utilization,%,588,загрузка процессора сервера EC2,main_recommended,NAB
327,2014-02-23 19:07:00,46.948,normal,EC2 CPU utilization,%,590,загрузка процессора сервера EC2,main_recommended,NAB
328,2014-02-23 20:07:00,47.84,normal,EC2 CPU utilization,%,592,загрузка процессора сервера EC2,main_recommended,NAB
329,2014-02-23 20:57:00,50.61,normal,EC2 CPU utilization,%,594,загрузка процессора сервера EC2,main_recommended,NAB
330,2014-02-23 21:22:00,46.644,normal,EC2 CPU utilization,%,596,загрузка процессора сервера EC2,main_recommended,NAB
331,2014-02-23 21:52:00,42.724,normal,EC2 CPU utilization,%,597,загрузка процессора сервера EC2,main_recommended,NAB
332,2014-02-23 22:32:00,39.86,normal,EC2 CPU utilization,%,599,загрузка процессора сервера EC2,main_recommended,NAB
333,2014-02-23 23:22:00,38.61,normal,EC2 CPU utilization,%,601,загрузка процессора сервера EC2,main_recommended,NAB
334,2014-02-24 00:12:00,39.578,normal,EC2 CPU utilization,%,603,загрузка процессора сервера EC2,main_recommended,NAB
335,2014-02-24 01:02:00,38.882,normal,EC2 CPU utilization,%,605,загрузка процессора сервера EC2,main_recommended,NAB
336,2014-02-24 01:07:00,49.226000000000006,normal,EC2 CPU utilization,%,606,загрузка процессора сервера EC2,main_recommended,NAB
337,2014-02-24 01:57:00,49.35,normal,EC2 CPU utilization,%,608,загрузка процессора сервера EC2,main_recommended,NAB
338,2014-02-24 02:47:00,47.37,normal,EC2 CPU utilization,%,610,загрузка процессора сервера EC2,main_recommended,NAB
339,2014-02-24 04:22:00,39.08,normal,EC2 CPU utilization,%,614,загрузка процессора сервера EC2,main_recommended,NAB
340,2014-02-24 04:27:00,45.846,normal,EC2 CPU utilization,%,615,загрузка процессора сервера EC2,main_recommended,NAB
341,2014-02-24 05:12:00,40.094,normal,EC2 CPU utilization,%,617,загрузка процессора сервера EC2,main_recommended,NAB
342,2014-02-24 06:02:00,39.366,normal,EC2 CPU utilization,%,619,загрузка процессора сервера EC2,main_recommended,NAB
343,2014-02-24 07:02:00,39.098,normal,EC2 CPU utilization,%,621,загрузка процессора сервера EC2,main_recommended,NAB
344,2014-02-24 07:27:00,39.226,normal,EC2 CPU utilization,%,623,загрузка процессора сервера EC2,main_recommended,NAB
345,2014-02-24 07:57:00,51.658,normal,EC2 CPU utilization,%,624,загрузка процессора сервера EC2,main_recommended,NAB
346,2014-02-24 08:47:00,47.112,normal,EC2 CPU utilization,%,626,загрузка процессора сервера EC2,main_recommended,NAB
347,2014-02-24 09:37:00,46.38399999999999,normal,EC2 CPU utilization,%,628,загрузка процессора сервера EC2,main_recommended,NAB
348,2014-02-24 09:52:00,42.432,normal,EC2 CPU utilization,%,629,загрузка процессора сервера EC2,main_recommended,NAB
349,2014-02-24 10:22:00,40.212,anomaly_window_2,EC2 CPU utilization,%,630,загрузка процессора сервера EC2,main_recommended,NAB
350,2014-02-24 10:27:00,47.16,anomaly_window_2,EC2 CPU utilization,%,631,загрузка процессора сервера EC2,main_recommended,NAB
351,2014-02-24 10:52:00,46.784,anomaly_window_2,EC2 CPU utilization,%,632,загрузка процессора сервера EC2,main_recommended,NAB
352,2014-02-24 11:12:00,40.846,anomaly_window_2,EC2 CPU utilization,%,633,загрузка процессора сервера EC2,main_recommended,NAB
353,2014-02-24 12:12:00,39.226,anomaly_window_2,EC2 CPU utilization,%,635,загрузка процессора сервера EC2,main_recommended,NAB
354,2014-02-24 13:02:00,41.174,anomaly_window_2,EC2 CPU utilization,%,637,загрузка процессора сервера EC2,main_recommended,NAB
355,2014-02-24 13:37:00,39.4,anomaly_window_2,EC2 CPU utilization,%,639,загрузка процессора сервера EC2,main_recommended,NAB
356,2014-02-24 14:12:00,41.552,anomaly_window_2,EC2 CPU utilization,%,641,загрузка процессора сервера EC2,main_recommended,NAB
357,2014-02-24 14:52:00,38.944,anomaly_window_2,EC2 CPU utilization,%,642,загрузка процессора сервера EC2,main_recommended,NAB
358,2014-02-24 15:32:00,40.916,anomaly_window_2,EC2 CPU utilization,%,644,загрузка процессора сервера EC2,main_recommended,NAB
359,2014-02-24 16:07:00,40.912,anomaly_window_2,EC2 CPU utilization,%,646,загрузка процессора сервера EC2,main_recommended,NAB
360,2014-02-24 16:57:00,41.808,anomaly_window_2,EC2 CPU utilization,%,648,загрузка процессора сервера EC2,main_recommended,NAB
361,2014-02-24 17:52:00,46.262,anomaly_window_2,EC2 CPU utilization,%,650,загрузка процессора сервера EC2,main_recommended,NAB
362,2014-02-24 18:12:00,39.734,anomaly_window_2,EC2 CPU utilization,%,651,загрузка процессора сервера EC2,main_recommended,NAB
363,2014-02-24 18:42:00,43.1,anomaly_window_2,EC2 CPU utilization,%,653,загрузка процессора сервера EC2,main_recommended,NAB
364,2014-02-24 19:42:00,36.08,anomaly_window_2,EC2 CPU utilization,%,655,загрузка процессора сервера EC2,main_recommended,NAB
365,2014-02-24 20:22:00,35.938,anomaly_window_2,EC2 CPU utilization,%,657,загрузка процессора сервера EC2,main_recommended,NAB
366,2014-02-24 21:02:00,35.984,anomaly_window_2,EC2 CPU utilization,%,659,загрузка процессора сервера EC2,main_recommended,NAB
367,2014-02-24 21:27:00,34.86,anomaly_window_2,EC2 CPU utilization,%,660,загрузка процессора сервера EC2,main_recommended,NAB
368,2014-02-24 22:02:00,37.816,anomaly_window_2,EC2 CPU utilization,%,662,загрузка процессора сервера EC2,main_recommended,NAB
369,2014-02-24 23:07:00,40.516,anomaly_window_2,EC2 CPU utilization,%,664,загрузка процессора сервера EC2,main_recommended,NAB
370,2014-02-24 23:47:00,36.83,anomaly_window_2,EC2 CPU utilization,%,666,загрузка процессора сервера EC2,main_recommended,NAB
371,2014-02-25 00:17:00,36.616,anomaly_window_2,EC2 CPU utilization,%,668,загрузка процессора сервера EC2,main_recommended,NAB
372,2014-02-25 00:57:00,40.204,anomaly_window_2,EC2 CPU utilization,%,669,загрузка процессора сервера EC2,main_recommended,NAB
373,2014-02-25 01:42:00,37.922,anomaly_window_2,EC2 CPU utilization,%,671,загрузка процессора сервера EC2,main_recommended,NAB
374,2014-02-25 02:12:00,36.666,anomaly_window_2,EC2 CPU utilization,%,673,загрузка процессора сервера EC2,main_recommended,NAB
375,2014-02-25 02:37:00,38.742,anomaly_window_2,EC2 CPU utilization,%,674,загрузка процессора сервера EC2,main_recommended,NAB
376,2014-02-25 03:07:00,40.316,normal,EC2 CPU utilization,%,675,загрузка процессора сервера EC2,main_recommended,NAB
377,2014-02-25 03:32:00,37.046,normal,EC2 CPU utilization,%,676,загрузка процессора сервера EC2,main_recommended,NAB
378,2014-02-25 03:57:00,40.798,normal,EC2 CPU utilization,%,677,загрузка процессора сервера EC2,main_recommended,NAB
379,2014-02-25 04:02:00,37.816,normal,EC2 CPU utilization,%,678,загрузка процессора сервера EC2,main_recommended,NAB
380,2014-02-25 05:07:00,40.54,normal,EC2 CPU utilization,%,680,загрузка процессора сервера EC2,main_recommended,NAB
381,2014-02-25 05:42:00,39.366,normal,EC2 CPU utilization,%,682,загрузка процессора сервера EC2,main_recommended,NAB
382,2014-02-25 06:32:00,38.868,normal,EC2 CPU utilization,%,684,загрузка процессора сервера EC2,main_recommended,NAB
383,2014-02-25 07:07:00,39.642,normal,EC2 CPU utilization,%,686,загрузка процессора сервера EC2,main_recommended,NAB
384,2014-02-25 07:27:00,35.31,normal,EC2 CPU utilization,%,687,загрузка процессора сервера EC2,main_recommended,NAB
385,2014-02-25 08:17:00,37.41,normal,EC2 CPU utilization,%,689,загрузка процессора сервера EC2,main_recommended,NAB
386,2014-02-25 09:07:00,39.548,normal,EC2 CPU utilization,%,691,загрузка процессора сервера EC2,main_recommended,NAB
387,2014-02-25 09:57:00,39.672,normal,EC2 CPU utilization,%,693,загрузка процессора сервера EC2,main_recommended,NAB
388,2014-02-25 10:22:00,38.968,normal,EC2 CPU utilization,%,695,загрузка процессора сервера EC2,main_recommended,NAB
389,2014-02-25 10:57:00,40.254,normal,EC2 CPU utilization,%,696,загрузка процессора сервера EC2,main_recommended,NAB
390,2014-02-25 11:32:00,36.826,normal,EC2 CPU utilization,%,698,загрузка процессора сервера EC2,main_recommended,NAB
391,2014-02-25 12:17:00,37.512,normal,EC2 CPU utilization,%,700,загрузка процессора сервера EC2,main_recommended,NAB
392,2014-02-25 13:02:00,38.356,normal,EC2 CPU utilization,%,702,загрузка процессора сервера EC2,main_recommended,NAB
393,2014-02-25 13:57:00,41.362,normal,EC2 CPU utilization,%,704,загрузка процессора сервера EC2,main_recommended,NAB
394,2014-02-25 14:12:00,37.816,normal,EC2 CPU utilization,%,705,загрузка процессора сервера EC2,main_recommended,NAB
395,2014-02-25 14:57:00,39.154,normal,EC2 CPU utilization,%,707,загрузка процессора сервера EC2,main_recommended,NAB
396,2014-02-25 15:57:00,40.54,normal,EC2 CPU utilization,%,709,загрузка процессора сервера EC2,main_recommended,NAB
397,2014-02-25 16:22:00,36.714,normal,EC2 CPU utilization,%,711,загрузка процессора сервера EC2,main_recommended,NAB
398,2014-02-25 17:12:00,37.24,normal,EC2 CPU utilization,%,713,загрузка процессора сервера EC2,main_recommended,NAB
399,2014-02-25 17:32:00,36.744,normal,EC2 CPU utilization,%,714,загрузка процессора сервера EC2,main_recommended,NAB
400,2014-02-25 18:22:00,37.112,normal,EC2 CPU utilization,%,716,загрузка процессора сервера EC2,main_recommended,NAB
401,2014-02-25 19:17:00,37.09,normal,EC2 CPU utilization,%,718,загрузка процессора сервера EC2,main_recommended,NAB
402,2014-02-25 19:57:00,39.296,normal,EC2 CPU utilization,%,720,загрузка процессора сервера EC2,main_recommended,NAB
403,2014-02-25 20:32:00,37.724,normal,EC2 CPU utilization,%,722,загрузка процессора сервера EC2,main_recommended,NAB
404,2014-02-25 21:07:00,39.456,normal,EC2 CPU utilization,%,723,загрузка процессора сервера EC2,main_recommended,NAB
405,2014-02-25 21:57:00,40.234,normal,EC2 CPU utilization,%,725,загрузка процессора сервера EC2,main_recommended,NAB
406,2014-02-25 22:42:00,36.972,normal,EC2 CPU utilization,%,727,загрузка процессора сервера EC2,main_recommended,NAB
407,2014-02-25 23:12:00,36.644,normal,EC2 CPU utilization,%,729,загрузка процессора сервера EC2,main_recommended,NAB
408,2014-02-26 00:07:00,40.618,normal,EC2 CPU utilization,%,731,загрузка процессора сервера EC2,main_recommended,NAB
409,2014-02-26 01:12:00,36.268,normal,EC2 CPU utilization,%,734,загрузка процессора сервера EC2,main_recommended,NAB
410,2014-02-26 01:57:00,39.954,normal,EC2 CPU utilization,%,736,загрузка процессора сервера EC2,main_recommended,NAB
411,2014-02-26 02:32:00,37.864,normal,EC2 CPU utilization,%,738,загрузка процессора сервера EC2,main_recommended,NAB
412,2014-02-26 03:27:00,36.254,normal,EC2 CPU utilization,%,740,загрузка процессора сервера EC2,main_recommended,NAB
413,2014-02-26 03:42:00,38.968,normal,EC2 CPU utilization,%,741,загрузка процессора сервера EC2,main_recommended,NAB
414,2014-02-26 04:27:00,36.954,normal,EC2 CPU utilization,%,743,загрузка процессора сервера EC2,main_recommended,NAB
415,2014-02-26 05:17:00,37.668,normal,EC2 CPU utilization,%,745,загрузка процессора сервера EC2,main_recommended,NAB
416,2014-02-26 05:57:00,40.094,normal,EC2 CPU utilization,%,747,загрузка процессора сервера EC2,main_recommended,NAB
417,2014-02-26 06:52:00,36.572,normal,EC2 CPU utilization,%,749,загрузка процессора сервера EC2,main_recommended,NAB
418,2014-02-26 06:57:00,39.912,normal,EC2 CPU utilization,%,750,загрузка процессора сервера EC2,main_recommended,NAB
419,2014-02-26 07:57:00,40.354,normal,EC2 CPU utilization,%,752,загрузка процессора сервера EC2,main_recommended,NAB
420,2014-02-26 08:37:00,39.794,normal,EC2 CPU utilization,%,754,загрузка процессора сервера EC2,main_recommended,NAB
421,2014-02-26 09:32:00,36.808,normal,EC2 CPU utilization,%,756,загрузка процессора сервера EC2,main_recommended,NAB
422,2014-02-26 10:02:00,38.028,normal,EC2 CPU utilization,%,758,загрузка процессора сервера EC2,main_recommended,NAB
423,2014-02-26 10:32:00,38.732,normal,EC2 CPU utilization,%,759,загрузка процессора сервера EC2,main_recommended,NAB
424,2014-02-26 11:07:00,39.61,normal,EC2 CPU utilization,%,761,загрузка процессора сервера EC2,main_recommended,NAB
425,2014-02-26 11:57:00,39.918,normal,EC2 CPU utilization,%,763,загрузка процессора сервера EC2,main_recommended,NAB
426,2014-02-26 12:42:00,38.616,normal,EC2 CPU utilization,%,765,загрузка процессора сервера EC2,main_recommended,NAB
427,2014-02-26 13:22:00,37.724,normal,EC2 CPU utilization,%,767,загрузка процессора сервера EC2,main_recommended,NAB
428,2014-02-26 13:57:00,40.33,normal,EC2 CPU utilization,%,768,загрузка процессора сервера EC2,main_recommended,NAB
429,2014-02-26 14:42:00,37.278,normal,EC2 CPU utilization,%,770,загрузка процессора сервера EC2,main_recommended,NAB
430,2014-02-26 15:12:00,36.832,normal,EC2 CPU utilization,%,772,загрузка процессора сервера EC2,main_recommended,NAB
431,2014-02-26 16:07:00,39.548,normal,EC2 CPU utilization,%,774,загрузка процессора сервера EC2,main_recommended,NAB
432,2014-02-26 16:57:00,39.178,normal,EC2 CPU utilization,%,776,загрузка процессора сервера EC2,main_recommended,NAB
433,2014-02-26 17:07:00,39.778,normal,EC2 CPU utilization,%,777,загрузка процессора сервера EC2,main_recommended,NAB
434,2014-02-26 17:57:00,40.68,normal,EC2 CPU utilization,%,779,загрузка процессора сервера EC2,main_recommended,NAB
435,2014-02-26 18:37:00,38.31,normal,EC2 CPU utilization,%,781,загрузка процессора сервера EC2,main_recommended,NAB
436,2014-02-26 19:32:00,36.76,normal,EC2 CPU utilization,%,783,загрузка процессора сервера EC2,main_recommended,NAB
437,2014-02-26 20:02:00,38.098,normal,EC2 CPU utilization,%,785,загрузка процессора сервера EC2,main_recommended,NAB
438,2014-02-26 20:37:00,36.598,normal,EC2 CPU utilization,%,786,загрузка процессора сервера EC2,main_recommended,NAB
439,2014-02-26 21:12:00,38.052,normal,EC2 CPU utilization,%,788,загрузка процессора сервера EC2,main_recommended,NAB
440,2014-02-26 22:07:00,39.94,normal,EC2 CPU utilization,%,790,загрузка процессора сервера EC2,main_recommended,NAB
441,2014-02-26 22:57:00,40.094,normal,EC2 CPU utilization,%,792,загрузка процессора сервера EC2,main_recommended,NAB
442,2014-02-26 23:42:00,37.582,normal,EC2 CPU utilization,%,794,загрузка процессора сервера EC2,main_recommended,NAB
443,2014-02-26 23:57:00,40.902,normal,EC2 CPU utilization,%,795,загрузка процессора сервера EC2,main_recommended,NAB
444,2014-02-27 00:47:00,37.354,normal,EC2 CPU utilization,%,797,загрузка процессора сервера EC2,main_recommended,NAB
445,2014-02-27 01:22:00,37.958,normal,EC2 CPU utilization,%,799,загрузка процессора сервера EC2,main_recommended,NAB
446,2014-02-27 02:02:00,38.14,normal,EC2 CPU utilization,%,801,загрузка процессора сервера EC2,main_recommended,NAB
447,2014-02-27 02:57:00,39.842,normal,EC2 CPU utilization,%,803,загрузка процессора сервера EC2,main_recommended,NAB
448,2014-02-27 03:17:00,37.536,normal,EC2 CPU utilization,%,804,загрузка процессора сервера EC2,main_recommended,NAB
