t,timestamp,value,regime_hint,source_y_name,y_units,Occupancy,original_index,source_y_name_ru,recommended_group,source_dataset
219,2015-02-03 10:14:59,474.0,occupied_room,room light level,Lux,1,358,уровень освещённости в помещении,main_recommended,UCI Occupancy
220,2015-02-03 10:23:00,480.6,occupied_room,room light level,Lux,1,360,уровень освещённости в помещении,main_recommended,UCI Occupancy
221,2015-02-03 10:24:00,495.25,occupied_room,room light level,Lux,1,361,уровень освещённости в помещении,main_recommended,UCI Occupancy
222,2015-02-03 10:33:00,499.0,occupied_room,room light level,Lux,1,363,уровень освещённости в помещении,main_recommended,UCI Occupancy
223,2015-02-03 10:38:00,502.0,occupied_room,room light level,Lux,1,365,уровень освещённости в помещении,main_recommended,UCI Occupancy
224,2015-02-03 10:40:59,493.0,occupied_room,room light level,Lux,1,366,уровень освещённости в помещении,main_recommended,UCI Occupancy
225,2015-02-03 10:50:00,503.0,occupied_room,room light level,Lux,1,368,уровень освещённости в помещении,main_recommended,UCI Occupancy
226,2015-02-03 10:52:00,518.0,occupied_room,room light level,Lux,1,369,уровень освещённости в помещении,main_recommended,UCI Occupancy
227,2015-02-03 10:59:59,513.0,occupied_room,room light level,Lux,1,371,уровень освещённости в помещении,main_recommended,UCI Occupancy
228,2015-02-03 11:06:00,534.25,occupied_room,room light level,Lux,1,373,уровень освещённости в помещении,main_recommended,UCI Occupancy
229,2015-02-03 11:08:00,523.0,occupied_room,room light level,Lux,1,374,уровень освещённости в помещении,main_recommended,UCI Occupancy
230,2015-02-03 11:18:00,535.0,occupied_room,room light level,Lux,1,377,уровень освещённости в помещении,main_recommended,UCI Occupancy
231,2015-02-03 11:23:59,553.4,occupied_room,room light level,Lux,1,379,уровень освещённости в помещении,main_recommended,UCI Occupancy
232,2015-02-03 11:31:00,555.0,occupied_room,room light level,Lux,1,381,уровень освещённости в помещении,main_recommended,UCI Occupancy
233,2015-02-03 11:37:00,555.0,occupied_room,room light level,Lux,1,382,уровень освещённости в помещении,main_recommended,UCI Occupancy
234,2015-02-03 11:41:00,550.5,occupied_room,room light level,Lux,1,384,уровень освещённости в помещении,main_recommended,UCI Occupancy
235,2015-02-03 11:47:00,548.0,occupied_room,room light level,Lux,1,385,уровень освещённости в помещении,main_recommended,UCI Occupancy
236,2015-02-03 11:48:00,535.714285714286,empty_room,room light level,Lux,0,386,уровень освещённости в помещении,main_recommended,UCI Occupancy
237,2015-02-03 11:51:00,549.333333333333,occupied_room,room light level,Lux,1,387,уровень освещённости в помещении,main_recommended,UCI Occupancy
238,2015-02-03 11:55:59,543.0,occupied_room,room light level,Lux,1,388,уровень освещённости в помещении,main_recommended,UCI Occupancy
239,2015-02-03 11:57:59,555.0,occupied_room,room light level,Lux,1,389,уровень освещённости в помещении,main_recommended,UCI Occupancy
240,2015-02-03 12:03:00,555.6,occupied_room,room light level,Lux,1,390,уровень освещённости в помещении,main_recommended,UCI Occupancy
241,2015-02-03 12:08:00,553.0,occupied_room,room light level,Lux,1,392,уровень освещённости в помещении,main_recommended,UCI Occupancy
242,2015-02-03 12:11:59,559.666666666667,occupied_room,room light level,Lux,1,393,уровень освещённости в помещении,main_recommended,UCI Occupancy
243,2015-02-03 12:16:00,601.0,occupied_room,room light level,Lux,1,394,уровень освещённости в помещении,main_recommended,UCI Occupancy
244,2015-02-03 12:17:59,616.0,occupied_room,room light level,Lux,1,395,уровень освещённости в помещении,main_recommended,UCI Occupancy
245,2015-02-03 12:21:00,575.0,empty_room,room light level,Lux,0,396,уровень освещённости в помещении,main_recommended,UCI Occupancy
246,2015-02-03 12:24:59,625.666666666667,occupied_room,room light level,Lux,1,397,уровень освещённости в помещении,main_recommended,UCI Occupancy
247,2015-02-03 12:29:59,659.4,occupied_room,room light level,Lux,1,398,уровень освещённости в помещении,main_recommended,UCI Occupancy
248,2015-02-03 12:30:59,644.6,occupied_room,room light level,Lux,1,399,уровень освещённости в помещении,main_recommended,UCI Occupancy
249,2015-02-03 12:35:00,668.5,occupied_room,room light level,Lux,1,400,уровень освещённости в помещении,main_recommended,UCI Occupancy
250,2015-02-03 12:38:00,654.2,occupied_room,room light level,Lux,1,401,уровень освещённости в помещении,main_recommended,UCI Occupancy
251,2015-02-03 12:46:00,651.0,occupied_room,room light level,Lux,1,403,уровень освещённости в помещении,main_recommended,UCI Occupancy
252,2015-02-03 12:52:00,668.0,occupied_room,room light level,Lux,1,405,уровень освещённости в помещении,main_recommended,UCI Occupancy
253,2015-02-03 12:53:59,647.8,occupied_room,room light level,Lux,1,406,уровень освещённости в помещении,main_recommended,UCI Occupancy
254,2015-02-03 13:02:59,660.0,occupied_room,room light level,Lux,1,408,уровень освещённости в помещении,main_recommended,UCI Occupancy
255,2015-02-03 13:07:00,653.166666666667,occupied_room,room light level,Lux,1,409,уровень освещённости в помещении,main_recommended,UCI Occupancy
256,2015-02-03 13:08:59,659.75,occupied_room,room light level,Lux,1,410,уровень освещённости в помещении,main_recommended,UCI Occupancy
257,2015-02-03 13:11:00,197.166666666667,empty_room,room light level,Lux,0,411,уровень освещённости в помещении,main_recommended,UCI Occupancy
258,2015-02-03 13:15:59,178.0,empty_room,room light level,Lux,0,412,уровень освещённости в помещении,main_recommended,UCI Occupancy
259,2015-02-03 13:18:00,186.0,empty_room,room light level,Lux,0,413,уровень освещённости в помещении,main_recommended,UCI Occupancy
260,2015-02-03 13:23:00,169.666666666667,empty_room,room light level,Lux,0,414,уровень освещённости в помещении,main_recommended,UCI Occupancy
261,2015-02-03 13:25:59,176.0,empty_room,room light level,Lux,0,415,уровень освещённости в помещении,main_recommended,UCI Occupancy
262,2015-02-03 13:30:00,171.0,empty_room,room light level,Lux,0,416,уровень освещённости в помещении,main_recommended,UCI Occupancy
263,2015-02-03 13:33:00,538.75,occupied_room,room light level,Lux,1,417,уровень освещённости в помещении,main_recommended,UCI Occupancy
264,2015-02-03 13:34:59,638.0,empty_room,room light level,Lux,0,418,уровень освещённости в помещении,main_recommended,UCI Occupancy
265,2015-02-03 13:38:59,547.0,occupied_room,room light level,Lux,1,419,уровень освещённости в помещении,main_recommended,UCI Occupancy
266,2015-02-03 13:41:59,597.75,occupied_room,room light level,Lux,1,420,уровень освещённости в помещении,main_recommended,UCI Occupancy
267,2015-02-03 13:46:00,587.0,occupied_room,room light level,Lux,1,421,уровень освещённости в помещении,main_recommended,UCI Occupancy
268,2015-02-03 13:57:00,585.75,occupied_room,room light level,Lux,1,424,уровень освещённости в помещении,main_recommended,UCI Occupancy
269,2015-02-03 13:59:00,592.75,occupied_room,room light level,Lux,1,425,уровень освещённости в помещении,main_recommended,UCI Occupancy
270,2015-02-03 14:06:00,569.333333333333,occupied_room,room light level,Lux,1,427,уровень освещённости в помещении,main_recommended,UCI Occupancy
271,2015-02-03 14:12:00,558.8,occupied_room,room light level,Lux,1,429,уровень освещённости в помещении,main_recommended,UCI Occupancy
272,2015-02-03 14:15:00,542.8,occupied_room,room light level,Lux,1,430,уровень освещённости в помещении,main_recommended,UCI Occupancy
273,2015-02-03 14:22:00,538.8,occupied_room,room light level,Lux,1,432,уровень освещённости в помещении,main_recommended,UCI Occupancy
274,2015-02-03 14:25:00,526.75,occupied_room,room light level,Lux,1,433,уровень освещённости в помещении,main_recommended,UCI Occupancy
275,2015-02-03 14:32:59,528.0,occupied_room,room light level,Lux,1,435,уровень освещённости в помещении,main_recommended,UCI Occupancy
276,2015-02-03 14:38:59,481.6,occupied_room,room light level,Lux,1,437,уровень освещённости в помещении,main_recommended,UCI Occupancy
277,2015-02-03 14:42:00,485.0,occupied_room,room light level,Lux,1,438,уровень освещённости в помещении,main_recommended,UCI Occupancy
278,2015-02-03 14:48:00,479.0,occupied_room,room light level,Lux,1,440,уровень освещённости в помещении,main_recommended,UCI Occupancy
279,2015-02-03 14:51:00,464.0,occupied_room,room light level,Lux,1,441,уровень освещённости в помещении,main_recommended,UCI Occupancy
280,2015-02-03 15:00:00,469.0,occupied_room,room light level,Lux,1,443,уровень освещённости в помещении,main_recommended,UCI Occupancy
281,2015-02-03 15:04:59,469.0,occupied_room,room light level,Lux,1,445,уровень освещённости в помещении,main_recommended,UCI Occupancy
282,2015-02-03 15:15:00,461.0,occupied_room,room light level,Lux,1,448,уровень освещённости в помещении,main_recommended,UCI Occupancy
283,2015-02-03 15:20:00,461.0,occupied_room,room light level,Lux,1,449,уровень освещённости в помещении,main_recommended,UCI Occupancy
284,2015-02-03 15:26:00,461.0,occupied_room,room light level,Lux,1,451,уровень освещённости в помещении,main_recommended,UCI Occupancy
285,2015-02-03 15:34:00,465.25,occupied_room,room light level,Lux,1,453,уровень освещённости в помещении,main_recommended,UCI Occupancy
286,2015-02-03 15:35:00,456.142857142857,occupied_room,room light level,Lux,1,454,уровень освещённости в помещении,main_recommended,UCI Occupancy
287,2015-02-03 15:40:59,454.0,occupied_room,room light level,Lux,1,456,уровень освещённости в помещении,main_recommended,UCI Occupancy
288,2015-02-03 15:45:00,454.0,occupied_room,room light level,Lux,1,457,уровень освещённости в помещении,main_recommended,UCI Occupancy
289,2015-02-03 15:52:00,465.25,occupied_room,room light level,Lux,1,459,уровень освещённости в помещении,main_recommended,UCI Occupancy
290,2015-02-03 15:58:00,454.0,occupied_room,room light level,Lux,1,461,уровень освещённости в помещении,main_recommended,UCI Occupancy
291,2015-02-03 16:01:00,442.0,occupied_room,room light level,Lux,1,462,уровень освещённости в помещении,main_recommended,UCI Occupancy
292,2015-02-03 16:08:00,444.0,occupied_room,room light level,Lux,1,464,уровень освещённости в помещении,main_recommended,UCI Occupancy
293,2015-02-03 16:11:00,444.0,occupied_room,room light level,Lux,1,465,уровень освещённости в помещении,main_recommended,UCI Occupancy
294,2015-02-03 16:18:00,444.0,occupied_room,room light level,Lux,1,467,уровень освещённости в помещении,main_recommended,UCI Occupancy
295,2015-02-03 16:25:00,440.25,occupied_room,room light level,Lux,1,469,уровень освещённости в помещении,main_recommended,UCI Occupancy
296,2015-02-03 16:34:59,441.0,occupied_room,room light level,Lux,1,472,уровень освещённости в помещении,main_recommended,UCI Occupancy
297,2015-02-03 16:38:00,443.4,occupied_room,room light level,Lux,1,473,уровень освещённости в помещении,main_recommended,UCI Occupancy
298,2015-02-03 16:46:00,447.0,occupied_room,room light level,Lux,1,475,уровень освещённости в помещении,main_recommended,UCI Occupancy
299,2015-02-03 16:53:59,447.0,occupied_room,room light level,Lux,1,477,уровень освещённости в помещении,main_recommended,UCI Occupancy
300,2015-02-03 16:54:59,439.0,occupied_room,room light level,Lux,1,478,уровень освещённости в помещении,main_recommended,UCI Occupancy
301,2015-02-03 17:02:00,433.0,occupied_room,room light level,Lux,1,480,уровень освещённости в помещении,main_recommended,UCI Occupancy
302,2015-02-03 17:05:00,433.0,occupied_room,room light level,Lux,1,481,уровень освещённости в помещении,main_recommended,UCI Occupancy
303,2015-02-03 17:10:59,433.0,occupied_room,room light level,Lux,1,483,уровень освещённости в помещении,main_recommended,UCI Occupancy
304,2015-02-03 17:18:00,433.0,occupied_room,room light level,Lux,1,485,уровень освещённости в помещении,main_recommended,UCI Occupancy
305,2015-02-03 17:21:00,433.0,occupied_room,room light level,Lux,1,486,уровень освещённости в помещении,main_recommended,UCI Occupancy
306,2015-02-03 17:28:00,433.0,occupied_room,room light level,Lux,1,488,уровень освещённости в помещении,main_recommended,UCI Occupancy
307,2015-02-03 17:31:00,433.0,occupied_room,room light level,Lux,1,489,уровень освещённости в помещении,main_recommended,UCI Occupancy
308,2015-02-03 17:38:59,433.0,occupied_room,room light level,Lux,1,491,уровень освещённости в помещении,main_recommended,UCI Occupancy
309,2015-02-03 17:44:59,433.0,occupied_room,room light level,Lux,1,493,уровень освещённости в помещении,main_recommended,UCI Occupancy
310,2015-02-03 17:55:00,419.0,occupied_room,room light level,Lux,1,496,уровень освещённости в помещении,main_recommended,UCI Occupancy
311,2015-02-03 18:00:00,419.0,occupied_room,room light level,Lux,1,497,уровень освещённости в помещении,main_recommended,UCI Occupancy
312,2015-02-03 18:04:59,419.0,occupied_room,room light level,Lux,1,499,уровень освещённости в помещении,main_recommended,UCI Occupancy
313,2015-02-03 18:10:00,415.5,occupied_room,room light level,Lux,1,500,уровень освещённости в помещении,main_recommended,UCI Occupancy
314,2015-02-03 18:13:00,0.0,empty_room,room light level,Lux,0,501,уровень освещённости в помещении,main_recommended,UCI Occupancy
315,2015-02-03 18:15:00,0.0,empty_room,room light level,Lux,0,502,уровень освещённости в помещении,main_recommended,UCI Occupancy
316,2015-02-03 18:17:59,0.0,empty_room,room light level,Lux,0,503,уровень освещённости в помещении,main_recommended,UCI Occupancy
317,2015-02-03 18:21:00,0.0,empty_room,room light level,Lux,0,504,уровень освещённости в помещении,main_recommended,UCI Occupancy
318,2015-02-03 18:24:59,0.0,empty_room,room light level,Lux,0,505,уровень освещённости в помещении,main_recommended,UCI Occupancy
319,2015-02-03 18:30:59,0.0,empty_room,room light level,Lux,0,507,уровень освещённости в помещении,main_recommended,UCI Occupancy
320,2015-02-03 18:38:00,0.0,empty_room,room light level,Lux,0,509,уровень освещённости в помещении,main_recommended,UCI Occupancy
321,2015-02-03 18:40:59,0.0,empty_room,room light level,Lux,0,510,уровень освещённости в помещении,main_recommended,UCI Occupancy
322,2015-02-03 18:48:00,0.0,empty_room,room light level,Lux,0,512,уровень освещённости в помещении,main_recommended,UCI Occupancy
323,2015-02-03 18:51:00,0.0,empty_room,room light level,Lux,0,513,уровень освещённости в помещении,main_recommended,UCI Occupancy
324,2015-02-03 18:58:00,0.0,empty_room,room light level,Lux,0,515,уровень освещённости в помещении,main_recommended,UCI Occupancy
325,2015-02-03 19:05:00,0.0,empty_room,room light level,Lux,0,517,уровень освещённости в помещении,main_recommended,UCI Occupancy
326,2015-02-03 19:08:00,0.0,empty_room,room light level,Lux,0,518,уровень освещённости в помещении,main_recommended,UCI Occupancy
327,2015-02-03 19:14:59,0.0,empty_room,room light level,Lux,0,520,уровень освещённости в помещении,main_recommended,UCI Occupancy
328,2015-02-03 19:18:00,0.0,empty_room,room light level,Lux,0,521,уровень освещённости в помещении,main_recommended,UCI Occupancy
329,2015-02-03 19:31:00,0.0,empty_room,room light level,Lux,0,525,уровень освещённости в помещении,main_recommended,UCI Occupancy
330,2015-02-03 19:34:59,0.0,empty_room,room light level,Lux,0,526,уровень освещённости в помещении,main_recommended,UCI Occupancy
331,2015-02-03 19:40:59,0.0,empty_room,room light level,Lux,0,528,уровень освещённости в помещении,main_recommended,UCI Occupancy
332,2015-02-03 19:45:00,0.0,empty_room,room light level,Lux,0,529,уровень освещённости в помещении,main_recommended,UCI Occupancy
333,2015-02-03 19:51:00,0.0,empty_room,room light level,Lux,0,531,уровень освещённости в помещении,main_recommended,UCI Occupancy
334,2015-02-03 19:58:00,0.0,empty_room,room light level,Lux,0,533,уровень освещённости в помещении,main_recommended,UCI Occupancy
335,2015-02-03 20:02:00,0.0,empty_room,room light level,Lux,0,534,уровень освещённости в помещении,main_recommended,UCI Occupancy
336,2015-02-03 20:08:00,0.0,empty_room,room light level,Lux,0,536,уровень освещённости в помещении,main_recommended,UCI Occupancy
337,2015-02-03 20:12:00,0.0,empty_room,room light level,Lux,0,537,уровень освещённости в помещении,main_recommended,UCI Occupancy
338,2015-02-03 20:18:00,0.0,empty_room,room light level,Lux,0,539,уровень освещённости в помещении,main_recommended,UCI Occupancy
339,2015-02-03 20:25:00,0.0,empty_room,room light level,Lux,0,541,уровень освещённости в помещении,main_recommended,UCI Occupancy
340,2015-02-03 20:28:00,0.0,empty_room,room light level,Lux,0,542,уровень освещённости в помещении,main_recommended,UCI Occupancy
341,2015-02-03 20:35:00,0.0,empty_room,room light level,Lux,0,544,уровень освещённости в помещении,main_recommended,UCI Occupancy
342,2015-02-03 20:38:00,0.0,empty_room,room light level,Lux,0,545,уровень освещённости в помещении,main_recommended,UCI Occupancy
343,2015-02-03 20:51:59,0.0,empty_room,room light level,Lux,0,549,уровень освещённости в помещении,main_recommended,UCI Occupancy
344,2015-02-03 20:55:00,0.0,empty_room,room light level,Lux,0,550,уровень освещённости в помещении,main_recommended,UCI Occupancy
345,2015-02-03 21:02:00,0.0,empty_room,room light level,Lux,0,552,уровень освещённости в помещении,main_recommended,UCI Occupancy
346,2015-02-03 21:04:59,0.0,empty_room,room light level,Lux,0,553,уровень освещённости в помещении,main_recommended,UCI Occupancy
347,2015-02-03 21:11:59,0.0,empty_room,room light level,Lux,0,555,уровень освещённости в помещении,main_recommended,UCI Occupancy
348,2015-02-03 21:17:59,0.0,empty_room,room light level,Lux,0,557,уровень освещённости в помещении,main_recommended,UCI Occupancy
349,2015-02-03 21:22:00,0.0,empty_room,room light level,Lux,0,558,уровень освещённости в помещении,main_recommended,UCI Occupancy
350,2015-02-03 21:28:00,0.0,empty_room,room light level,Lux,0,560,уровень освещённости в помещении,main_recommended,UCI Occupancy
351,2015-02-03 21:32:00,0.0,empty_room,room light level,Lux,0,561,уровень освещённости в помещении,main_recommended,UCI Occupancy
352,2015-02-03 21:38:00,0.0,empty_room,room light level,Lux,0,563,уровень освещённости в помещении,main_recommended,UCI Occupancy
353,2015-02-03 21:45:00,0.0,empty_room,room light level,Lux,0,565,уровень освещённости в помещении,main_recommended,UCI Occupancy
354,2015-02-03 21:48:00,0.0,empty_room,room light level,Lux,0,566,уровень освещённости в помещении,main_recommended,UCI Occupancy
355,2015-02-03 21:55:00,0.0,empty_room,room light level,Lux,0,568,уровень освещённости в помещении,main_recommended,UCI Occupancy
356,2015-02-03 21:58:00,0.0,empty_room,room light level,Lux,0,569,уровень освещённости в помещении,main_recommended,UCI Occupancy
357,2015-02-03 22:12:00,0.0,empty_room,room light level,Lux,0,573,уровень освещённости в помещении,main_recommended,UCI Occupancy
358,2015-02-03 22:14:59,0.0,empty_room,room light level,Lux,0,574,уровень освещённости в помещении,main_recommended,UCI Occupancy
359,2015-02-03 22:21:59,0.0,empty_room,room light level,Lux,0,576,уровень освещённости в помещении,main_recommended,UCI Occupancy
360,2015-02-03 22:25:00,0.0,empty_room,room light level,Lux,0,577,уровень освещённости в помещении,main_recommended,UCI Occupancy
361,2015-02-03 22:32:00,0.0,empty_room,room light level,Lux,0,579,уровень освещённости в помещении,main_recommended,UCI Occupancy
362,2015-02-03 22:38:00,0.0,empty_room,room light level,Lux,0,581,уровень освещённости в помещении,main_recommended,UCI Occupancy
363,2015-02-03 22:41:59,0.0,empty_room,room light level,Lux,0,582,уровень освещённости в помещении,main_recommended,UCI Occupancy
364,2015-02-03 22:47:59,0.0,empty_room,room light level,Lux,0,584,уровень освещённости в помещении,main_recommended,UCI Occupancy
365,2015-02-03 22:52:00,0.0,empty_room,room light level,Lux,0,585,уровень освещённости в помещении,main_recommended,UCI Occupancy
366,2015-02-03 22:58:00,0.0,empty_room,room light level,Lux,0,587,уровень освещённости в помещении,main_recommended,UCI Occupancy
367,2015-02-03 23:05:00,0.0,empty_room,room light level,Lux,0,589,уровень освещённости в помещении,main_recommended,UCI Occupancy
368,2015-02-03 23:08:00,0.0,empty_room,room light level,Lux,0,590,уровень освещённости в помещении,main_recommended,UCI Occupancy
369,2015-02-03 23:15:00,0.0,empty_room,room light level,Lux,0,592,уровень освещённости в помещении,main_recommended,UCI Occupancy
370,2015-02-03 23:18:00,0.0,empty_room,room light level,Lux,0,593,уровень освещённости в помещении,main_recommended,UCI Occupancy
371,2015-02-03 23:31:59,0.0,empty_room,room light level,Lux,0,597,уровень освещённости в помещении,main_recommended,UCI Occupancy
372,2015-02-03 23:35:00,0.0,empty_room,room light level,Lux,0,598,уровень освещённости в помещении,main_recommended,UCI Occupancy
373,2015-02-03 23:42:00,0.0,empty_room,room light level,Lux,0,600,уровень освещённости в помещении,main_recommended,UCI Occupancy
374,2015-02-03 23:44:59,0.0,empty_room,room light level,Lux,0,601,уровень освещённости в помещении,main_recommended,UCI Occupancy
375,2015-02-03 23:51:59,0.0,empty_room,room light level,Lux,0,603,уровень освещённости в помещении,main_recommended,UCI Occupancy
376,2015-02-03 23:55:00,0.0,empty_room,room light level,Lux,0,604,уровень освещённости в помещении,main_recommended,UCI Occupancy
377,2015-02-04 00:02:00,0.0,empty_room,room light level,Lux,0,606,уровень освещённости в помещении,main_recommended,UCI Occupancy
378,2015-02-04 00:08:00,0.0,empty_room,room light level,Lux,0,608,уровень освещённости в помещении,main_recommended,UCI Occupancy
379,2015-02-04 00:11:59,0.0,empty_room,room light level,Lux,0,609,уровень освещённости в помещении,main_recommended,UCI Occupancy
380,2015-02-04 00:17:59,0.0,empty_room,room light level,Lux,0,611,уровень освещённости в помещении,main_recommended,UCI Occupancy
381,2015-02-04 00:22:00,0.0,empty_room,room light level,Lux,0,612,уровень освещённости в помещении,main_recommended,UCI Occupancy
382,2015-02-04 00:28:00,0.0,empty_room,room light level,Lux,0,614,уровень освещённости в помещении,main_recommended,UCI Occupancy
383,2015-02-04 00:35:00,0.0,empty_room,room light level,Lux,0,616,уровень освещённости в помещении,main_recommended,UCI Occupancy
384,2015-02-04 00:38:00,0.0,empty_room,room light level,Lux,0,617,уровень освещённости в помещении,main_recommended,UCI Occupancy
385,2015-02-04 00:48:00,0.0,empty_room,room light level,Lux,0,620,уровень освещённости в помещении,main_recommended,UCI Occupancy
386,2015-02-04 00:55:00,0.0,empty_room,room light level,Lux,0,622,уровень освещённости в помещении,main_recommended,UCI Occupancy
387,2015-02-04 01:01:59,0.0,empty_room,room light level,Lux,0,624,уровень освещённости в помещении,main_recommended,UCI Occupancy
388,2015-02-04 01:05:00,0.0,empty_room,room light level,Lux,0,625,уровень освещённости в помещении,main_recommended,UCI Occupancy
389,2015-02-04 01:12:00,0.0,empty_room,room light level,Lux,0,627,уровень освещённости в помещении,main_recommended,UCI Occupancy
390,2015-02-04 01:14:59,0.0,empty_room,room light level,Lux,0,628,уровень освещённости в помещении,main_recommended,UCI Occupancy
391,2015-02-04 01:21:59,0.0,empty_room,room light level,Lux,0,630,уровень освещённости в помещении,main_recommended,UCI Occupancy
392,2015-02-04 01:28:59,0.0,empty_room,room light level,Lux,0,632,уровень освещённости в помещении,main_recommended,UCI Occupancy
393,2015-02-04 01:32:00,0.0,empty_room,room light level,Lux,0,633,уровень освещённости в помещении,main_recommended,UCI Occupancy
394,2015-02-04 01:38:59,0.0,empty_room,room light level,Lux,0,635,уровень освещённости в помещении,main_recommended,UCI Occupancy
395,2015-02-04 01:41:59,0.0,empty_room,room light level,Lux,0,636,уровень освещённости в помещении,main_recommended,UCI Occupancy
396,2015-02-04 01:49:00,0.0,empty_room,room light level,Lux,0,638,уровень освещённости в помещении,main_recommended,UCI Occupancy
397,2015-02-04 01:54:59,0.0,empty_room,room light level,Lux,0,640,уровень освещённости в помещении,main_recommended,UCI Occupancy
398,2015-02-04 01:59:00,0.0,empty_room,room light level,Lux,0,641,уровень освещённости в помещении,main_recommended,UCI Occupancy
399,2015-02-04 02:09:00,0.0,empty_room,room light level,Lux,0,644,уровень освещённости в помещении,main_recommended,UCI Occupancy
400,2015-02-04 02:15:00,0.0,empty_room,room light level,Lux,0,646,уровень освещённости в помещении,main_recommended,UCI Occupancy
401,2015-02-04 02:22:00,0.0,empty_room,room light level,Lux,0,648,уровень освещённости в помещении,main_recommended,UCI Occupancy
402,2015-02-04 02:25:00,0.0,empty_room,room light level,Lux,0,649,уровень освещённости в помещении,main_recommended,UCI Occupancy
403,2015-02-04 02:31:59,0.0,empty_room,room light level,Lux,0,651,уровень освещённости в помещении,main_recommended,UCI Occupancy
404,2015-02-04 02:35:00,0.0,empty_room,room light level,Lux,0,652,уровень освещённости в помещении,main_recommended,UCI Occupancy
405,2015-02-04 02:42:00,0.0,empty_room,room light level,Lux,0,654,уровень освещённости в помещении,main_recommended,UCI Occupancy
406,2015-02-04 02:49:00,0.0,empty_room,room light level,Lux,0,656,уровень освещённости в помещении,main_recommended,UCI Occupancy
407,2015-02-04 02:51:59,0.0,empty_room,room light level,Lux,0,657,уровень освещённости в помещении,main_recommended,UCI Occupancy
408,2015-02-04 02:58:59,0.0,empty_room,room light level,Lux,0,659,уровень освещённости в помещении,main_recommended,UCI Occupancy
409,2015-02-04 03:02:00,0.0,empty_room,room light level,Lux,0,660,уровень освещённости в помещении,main_recommended,UCI Occupancy
410,2015-02-04 03:08:59,0.0,empty_room,room light level,Lux,0,662,уровень освещённости в помещении,main_recommended,UCI Occupancy
411,2015-02-04 03:15:00,0.0,empty_room,room light level,Lux,0,664,уровень освещённости в помещении,main_recommended,UCI Occupancy
412,2015-02-04 03:19:00,0.0,empty_room,room light level,Lux,0,665,уровень освещённости в помещении,main_recommended,UCI Occupancy
413,2015-02-04 03:29:00,0.0,empty_room,room light level,Lux,0,668,уровень освещённости в помещении,main_recommended,UCI Occupancy
414,2015-02-04 03:35:00,0.0,empty_room,room light level,Lux,0,670,уровень освещённости в помещении,main_recommended,UCI Occupancy
415,2015-02-04 03:42:00,0.0,empty_room,room light level,Lux,0,672,уровень освещённости в помещении,main_recommended,UCI Occupancy
416,2015-02-04 03:45:00,0.0,empty_room,room light level,Lux,0,673,уровень освещённости в помещении,main_recommended,UCI Occupancy
417,2015-02-04 03:52:00,0.0,empty_room,room light level,Lux,0,675,уровень освещённости в помещении,main_recommended,UCI Occupancy
418,2015-02-04 03:55:00,0.0,empty_room,room light level,Lux,0,676,уровень освещённости в помещении,main_recommended,UCI Occupancy
419,2015-02-04 04:01:59,0.0,empty_room,room light level,Lux,0,678,уровень освещённости в помещении,main_recommended,UCI Occupancy
420,2015-02-04 04:08:59,0.0,empty_room,room light level,Lux,0,680,уровень освещённости в помещении,main_recommended,UCI Occupancy
421,2015-02-04 04:12:00,0.0,empty_room,room light level,Lux,0,681,уровень освещённости в помещении,main_recommended,UCI Occupancy
422,2015-02-04 04:19:00,0.0,empty_room,room light level,Lux,0,683,уровень освещённости в помещении,main_recommended,UCI Occupancy
423,2015-02-04 04:21:59,0.0,empty_room,room light level,Lux,0,684,уровень освещённости в помещении,main_recommended,UCI Occupancy
424,2015-02-04 04:28:59,0.0,empty_room,room light level,Lux,0,686,уровень освещённости в помещении,main_recommended,UCI Occupancy
425,2015-02-04 04:34:59,0.0,empty_room,room light level,Lux,0,688,уровень освещённости в помещении,main_recommended,UCI Occupancy
426,2015-02-04 04:38:59,0.0,empty_room,room light level,Lux,0,689,уровень освещённости в помещении,main_recommended,UCI Occupancy
427,2015-02-04 04:49:00,0.0,empty_room,room light level,Lux,0,692,уровень освещённости в помещении,main_recommended,UCI Occupancy
428,2015-02-04 04:54:59,0.0,empty_room,room light level,Lux,0,694,уровень освещённости в помещении,main_recommended,UCI Occupancy
429,2015-02-04 05:02:00,0.0,empty_room,room light level,Lux,0,696,уровень освещённости в помещении,main_recommended,UCI Occupancy
430,2015-02-04 05:05:00,0.0,empty_room,room light level,Lux,0,697,уровень освещённости в помещении,main_recommended,UCI Occupancy
431,2015-02-04 05:12:00,0.0,empty_room,room light level,Lux,0,699,уровень освещённости в помещении,main_recommended,UCI Occupancy
432,2015-02-04 05:15:00,0.0,empty_room,room light level,Lux,0,700,уровень освещённости в помещении,main_recommended,UCI Occupancy
433,2015-02-04 05:22:00,0.0,empty_room,room light level,Lux,0,702,уровень освещённости в помещении,main_recommended,UCI Occupancy
434,2015-02-04 05:29:00,0.0,empty_room,room light level,Lux,0,704,уровень освещённости в помещении,main_recommended,UCI Occupancy
435,2015-02-04 05:31:59,0.0,empty_room,room light level,Lux,0,705,уровень освещённости в помещении,main_recommended,UCI Occupancy
436,2015-02-04 05:38:59,0.0,empty_room,room light level,Lux,0,707,уровень освещённости в помещении,main_recommended,UCI Occupancy
437,2015-02-04 05:42:00,0.0,empty_room,room light level,Lux,0,708,уровень освещённости в помещении,main_recommended,UCI Occupancy
