t,timestamp,value,regime_hint,source_y_name,y_units,original_index,source_y_name_ru,recommended_group,source_dataset
210,2015-09-11 05:52:00,8.56,normal,traffic sensor occupancy,occupancy units / %,385,занятость дорожного датчика,backup_less_clear,NAB
211,2015-09-11 06:22:00,13.94,normal,traffic sensor occupancy,occupancy units / %,387,занятость дорожного датчика,backup_less_clear,NAB
212,2015-09-11 06:57:00,6.61,normal,traffic sensor occupancy,occupancy units / %,389,занятость дорожного датчика,backup_less_clear,NAB
213,2015-09-11 07:27:00,9.28,normal,traffic sensor occupancy,occupancy units / %,391,занятость дорожного датчика,backup_less_clear,NAB
214,2015-09-11 07:52:00,15.28,normal,traffic sensor occupancy,occupancy units / %,392,занятость дорожного датчика,backup_less_clear,NAB
215,2015-09-11 08:22:00,11.39,normal,traffic sensor occupancy,occupancy units / %,394,занятость дорожного датчика,backup_less_clear,NAB
216,2015-09-11 08:42:00,8.0,normal,traffic sensor occupancy,occupancy units / %,396,занятость дорожного датчика,backup_less_clear,NAB
217,2015-09-11 09:32:00,8.39,normal,traffic sensor occupancy,occupancy units / %,398,занятость дорожного датчика,backup_less_clear,NAB
218,2015-09-11 09:57:00,13.89,normal,traffic sensor occupancy,occupancy units / %,400,занятость дорожного датчика,backup_less_clear,NAB
219,2015-09-11 10:27:00,11.89,normal,traffic sensor occupancy,occupancy units / %,401,занятость дорожного датчика,backup_less_clear,NAB
220,2015-09-11 10:44:00,6.56,normal,traffic sensor occupancy,occupancy units / %,403,занятость дорожного датчика,backup_less_clear,NAB
221,2015-09-11 11:19:00,12.72,normal,traffic sensor occupancy,occupancy units / %,405,занятость дорожного датчика,backup_less_clear,NAB
222,2015-09-11 11:49:00,17.06,normal,traffic sensor occupancy,occupancy units / %,407,занятость дорожного датчика,backup_less_clear,NAB
223,2015-09-11 12:34:00,5.5,normal,traffic sensor occupancy,occupancy units / %,409,занятость дорожного датчика,backup_less_clear,NAB
224,2015-09-11 12:39:00,11.94,normal,traffic sensor occupancy,occupancy units / %,410,занятость дорожного датчика,backup_less_clear,NAB
225,2015-09-11 13:14:00,11.0,normal,traffic sensor occupancy,occupancy units / %,412,занятость дорожного датчика,backup_less_clear,NAB
226,2015-09-11 13:54:00,8.78,normal,traffic sensor occupancy,occupancy units / %,414,занятость дорожного датчика,backup_less_clear,NAB
227,2015-09-11 14:14:00,16.94,normal,traffic sensor occupancy,occupancy units / %,416,занятость дорожного датчика,backup_less_clear,NAB
228,2015-09-11 14:54:00,11.0,normal,traffic sensor occupancy,occupancy units / %,418,занятость дорожного датчика,backup_less_clear,NAB
229,2015-09-11 15:04:00,6.0,normal,traffic sensor occupancy,occupancy units / %,419,занятость дорожного датчика,backup_less_clear,NAB
230,2015-09-11 15:39:00,12.28,normal,traffic sensor occupancy,occupancy units / %,421,занятость дорожного датчика,backup_less_clear,NAB
231,2015-09-11 16:09:00,4.67,normal,traffic sensor occupancy,occupancy units / %,423,занятость дорожного датчика,backup_less_clear,NAB
232,2015-09-11 17:04:00,7.94,normal,traffic sensor occupancy,occupancy units / %,425,занятость дорожного датчика,backup_less_clear,NAB
233,2015-09-11 17:29:00,4.11,normal,traffic sensor occupancy,occupancy units / %,427,занятость дорожного датчика,backup_less_clear,NAB
234,2015-09-11 17:39:00,8.94,normal,traffic sensor occupancy,occupancy units / %,428,занятость дорожного датчика,backup_less_clear,NAB
235,2015-09-11 18:04:00,4.44,normal,traffic sensor occupancy,occupancy units / %,430,занятость дорожного датчика,backup_less_clear,NAB
236,2015-09-11 18:51:00,4.22,normal,traffic sensor occupancy,occupancy units / %,432,занятость дорожного датчика,backup_less_clear,NAB
237,2015-09-11 19:16:00,8.33,normal,traffic sensor occupancy,occupancy units / %,434,занятость дорожного датчика,backup_less_clear,NAB
238,2015-09-11 19:51:00,0.89,normal,traffic sensor occupancy,occupancy units / %,436,занятость дорожного датчика,backup_less_clear,NAB
239,2015-09-11 20:16:00,5.44,normal,traffic sensor occupancy,occupancy units / %,437,занятость дорожного датчика,backup_less_clear,NAB
240,2015-09-11 20:51:00,2.61,normal,traffic sensor occupancy,occupancy units / %,439,занятость дорожного датчика,backup_less_clear,NAB
241,2015-09-11 21:46:00,5.94,normal,traffic sensor occupancy,occupancy units / %,441,занятость дорожного датчика,backup_less_clear,NAB
242,2015-09-11 22:31:00,6.78,normal,traffic sensor occupancy,occupancy units / %,443,занятость дорожного датчика,backup_less_clear,NAB
243,2015-09-11 23:06:00,1.0,normal,traffic sensor occupancy,occupancy units / %,445,занятость дорожного датчика,backup_less_clear,NAB
244,2015-09-12 00:06:00,5.56,normal,traffic sensor occupancy,occupancy units / %,446,занятость дорожного датчика,backup_less_clear,NAB
245,2015-09-12 01:16:00,3.39,normal,traffic sensor occupancy,occupancy units / %,448,занятость дорожного датчика,backup_less_clear,NAB
246,2015-09-12 02:21:00,1.06,normal,traffic sensor occupancy,occupancy units / %,450,занятость дорожного датчика,backup_less_clear,NAB
247,2015-09-12 04:01:00,1.56,normal,traffic sensor occupancy,occupancy units / %,452,занятость дорожного датчика,backup_less_clear,NAB
248,2015-09-12 05:31:00,0.67,normal,traffic sensor occupancy,occupancy units / %,453,занятость дорожного датчика,backup_less_clear,NAB
249,2015-09-12 05:56:00,1.5,normal,traffic sensor occupancy,occupancy units / %,455,занятость дорожного датчика,backup_less_clear,NAB
250,2015-09-12 06:41:00,6.83,normal,traffic sensor occupancy,occupancy units / %,457,занятость дорожного датчика,backup_less_clear,NAB
251,2015-09-12 07:06:00,0.56,normal,traffic sensor occupancy,occupancy units / %,459,занятость дорожного датчика,backup_less_clear,NAB
252,2015-09-12 08:06:00,2.11,normal,traffic sensor occupancy,occupancy units / %,461,занятость дорожного датчика,backup_less_clear,NAB
253,2015-09-12 08:16:00,7.33,normal,traffic sensor occupancy,occupancy units / %,462,занятость дорожного датчика,backup_less_clear,NAB
254,2015-09-12 09:01:00,2.28,normal,traffic sensor occupancy,occupancy units / %,464,занятость дорожного датчика,backup_less_clear,NAB
255,2015-09-12 09:26:00,3.0,normal,traffic sensor occupancy,occupancy units / %,466,занятость дорожного датчика,backup_less_clear,NAB
256,2015-09-12 09:51:00,6.78,normal,traffic sensor occupancy,occupancy units / %,468,занятость дорожного датчика,backup_less_clear,NAB
257,2015-09-12 10:21:00,5.56,normal,traffic sensor occupancy,occupancy units / %,470,занятость дорожного датчика,backup_less_clear,NAB
258,2015-09-12 10:41:00,5.61,normal,traffic sensor occupancy,occupancy units / %,471,занятость дорожного датчика,backup_less_clear,NAB
259,2015-09-12 11:06:00,4.44,normal,traffic sensor occupancy,occupancy units / %,473,занятость дорожного датчика,backup_less_clear,NAB
260,2015-09-12 11:56:00,5.44,normal,traffic sensor occupancy,occupancy units / %,475,занятость дорожного датчика,backup_less_clear,NAB
261,2015-09-12 12:11:00,7.56,normal,traffic sensor occupancy,occupancy units / %,477,занятость дорожного датчика,backup_less_clear,NAB
262,2015-09-12 12:51:00,5.39,normal,traffic sensor occupancy,occupancy units / %,479,занятость дорожного датчика,backup_less_clear,NAB
263,2015-09-12 13:11:00,5.78,normal,traffic sensor occupancy,occupancy units / %,480,занятость дорожного датчика,backup_less_clear,NAB
264,2015-09-12 13:36:00,4.28,normal,traffic sensor occupancy,occupancy units / %,482,занятость дорожного датчика,backup_less_clear,NAB
265,2015-09-12 14:21:00,4.17,normal,traffic sensor occupancy,occupancy units / %,484,занятость дорожного датчика,backup_less_clear,NAB
266,2015-09-12 14:41:00,3.89,normal,traffic sensor occupancy,occupancy units / %,486,занятость дорожного датчика,backup_less_clear,NAB
267,2015-09-12 15:11:00,2.72,normal,traffic sensor occupancy,occupancy units / %,488,занятость дорожного датчика,backup_less_clear,NAB
268,2015-09-12 15:51:00,9.44,normal,traffic sensor occupancy,occupancy units / %,489,занятость дорожного датчика,backup_less_clear,NAB
269,2015-09-12 16:11:00,8.17,normal,traffic sensor occupancy,occupancy units / %,491,занятость дорожного датчика,backup_less_clear,NAB
270,2015-09-12 17:06:00,6.44,normal,traffic sensor occupancy,occupancy units / %,495,занятость дорожного датчика,backup_less_clear,NAB
271,2015-09-12 17:36:00,10.06,normal,traffic sensor occupancy,occupancy units / %,497,занятость дорожного датчика,backup_less_clear,NAB
272,2015-09-12 17:56:00,2.44,normal,traffic sensor occupancy,occupancy units / %,498,занятость дорожного датчика,backup_less_clear,NAB
273,2015-09-12 18:26:00,5.72,normal,traffic sensor occupancy,occupancy units / %,500,занятость дорожного датчика,backup_less_clear,NAB
274,2015-09-12 19:01:00,6.11,normal,traffic sensor occupancy,occupancy units / %,502,занятость дорожного датчика,backup_less_clear,NAB
275,2015-09-12 19:41:00,2.11,normal,traffic sensor occupancy,occupancy units / %,504,занятость дорожного датчика,backup_less_clear,NAB
276,2015-09-12 20:31:00,1.39,normal,traffic sensor occupancy,occupancy units / %,506,занятость дорожного датчика,backup_less_clear,NAB
277,2015-09-12 20:41:00,4.72,normal,traffic sensor occupancy,occupancy units / %,507,занятость дорожного датчика,backup_less_clear,NAB
278,2015-09-12 21:16:00,5.11,normal,traffic sensor occupancy,occupancy units / %,509,занятость дорожного датчика,backup_less_clear,NAB
279,2015-09-12 21:51:00,5.44,normal,traffic sensor occupancy,occupancy units / %,511,занятость дорожного датчика,backup_less_clear,NAB
280,2015-09-12 22:36:00,0.67,normal,traffic sensor occupancy,occupancy units / %,513,занятость дорожного датчика,backup_less_clear,NAB
281,2015-09-12 23:01:00,5.17,normal,traffic sensor occupancy,occupancy units / %,515,занятость дорожного датчика,backup_less_clear,NAB
282,2015-09-12 23:31:00,0.67,normal,traffic sensor occupancy,occupancy units / %,516,занятость дорожного датчика,backup_less_clear,NAB
283,2015-09-12 23:56:00,1.67,normal,traffic sensor occupancy,occupancy units / %,518,занятость дорожного датчика,backup_less_clear,NAB
284,2015-09-13 00:56:00,0.89,normal,traffic sensor occupancy,occupancy units / %,520,занятость дорожного датчика,backup_less_clear,NAB
285,2015-09-13 02:56:00,2.0,normal,traffic sensor occupancy,occupancy units / %,522,занятость дорожного датчика,backup_less_clear,NAB
286,2015-09-13 06:01:00,3.83,normal,traffic sensor occupancy,occupancy units / %,524,занятость дорожного датчика,backup_less_clear,NAB
287,2015-09-13 06:06:00,1.56,normal,traffic sensor occupancy,occupancy units / %,525,занятость дорожного датчика,backup_less_clear,NAB
288,2015-09-13 06:46:00,3.56,normal,traffic sensor occupancy,occupancy units / %,527,занятость дорожного датчика,backup_less_clear,NAB
289,2015-09-13 07:31:00,6.11,normal,traffic sensor occupancy,occupancy units / %,529,занятость дорожного датчика,backup_less_clear,NAB
290,2015-09-13 08:01:00,2.39,normal,traffic sensor occupancy,occupancy units / %,531,занятость дорожного датчика,backup_less_clear,NAB
291,2015-09-13 08:41:00,3.06,normal,traffic sensor occupancy,occupancy units / %,533,занятость дорожного датчика,backup_less_clear,NAB
292,2015-09-13 09:01:00,6.44,normal,traffic sensor occupancy,occupancy units / %,534,занятость дорожного датчика,backup_less_clear,NAB
293,2015-09-13 09:36:00,6.78,normal,traffic sensor occupancy,occupancy units / %,536,занятость дорожного датчика,backup_less_clear,NAB
294,2015-09-13 09:56:00,5.0,normal,traffic sensor occupancy,occupancy units / %,538,занятость дорожного датчика,backup_less_clear,NAB
295,2015-09-13 10:46:00,4.94,normal,traffic sensor occupancy,occupancy units / %,540,занятость дорожного датчика,backup_less_clear,NAB
296,2015-09-13 11:11:00,11.06,normal,traffic sensor occupancy,occupancy units / %,542,занятость дорожного датчика,backup_less_clear,NAB
297,2015-09-13 11:41:00,0.83,normal,traffic sensor occupancy,occupancy units / %,543,занятость дорожного датчика,backup_less_clear,NAB
298,2015-09-13 12:06:00,6.5,normal,traffic sensor occupancy,occupancy units / %,545,занятость дорожного датчика,backup_less_clear,NAB
299,2015-09-13 12:31:00,6.83,normal,traffic sensor occupancy,occupancy units / %,547,занятость дорожного датчика,backup_less_clear,NAB
300,2015-09-13 13:03:00,8.61,normal,traffic sensor occupancy,occupancy units / %,549,занятость дорожного датчика,backup_less_clear,NAB
301,2015-09-13 13:23:00,7.83,normal,traffic sensor occupancy,occupancy units / %,551,занятость дорожного датчика,backup_less_clear,NAB
302,2015-09-13 13:48:00,5.11,normal,traffic sensor occupancy,occupancy units / %,552,занятость дорожного датчика,backup_less_clear,NAB
303,2015-09-13 14:23:00,3.0,normal,traffic sensor occupancy,occupancy units / %,554,занятость дорожного датчика,backup_less_clear,NAB
304,2015-09-13 15:03:00,9.89,normal,traffic sensor occupancy,occupancy units / %,556,занятость дорожного датчика,backup_less_clear,NAB
305,2015-09-13 15:28:00,4.06,normal,traffic sensor occupancy,occupancy units / %,558,занятость дорожного датчика,backup_less_clear,NAB
306,2015-09-13 16:03:00,3.06,normal,traffic sensor occupancy,occupancy units / %,560,занятость дорожного датчика,backup_less_clear,NAB
307,2015-09-13 16:13:00,9.72,normal,traffic sensor occupancy,occupancy units / %,561,занятость дорожного датчика,backup_less_clear,NAB
308,2015-09-13 16:38:00,9.67,normal,traffic sensor occupancy,occupancy units / %,563,занятость дорожного датчика,backup_less_clear,NAB
309,2015-09-13 17:28:00,10.39,normal,traffic sensor occupancy,occupancy units / %,565,занятость дорожного датчика,backup_less_clear,NAB
310,2015-09-13 17:53:00,6.28,normal,traffic sensor occupancy,occupancy units / %,567,занятость дорожного датчика,backup_less_clear,NAB
311,2015-09-13 18:28:00,10.17,normal,traffic sensor occupancy,occupancy units / %,569,занятость дорожного датчика,backup_less_clear,NAB
312,2015-09-13 18:53:00,1.67,normal,traffic sensor occupancy,occupancy units / %,570,занятость дорожного датчика,backup_less_clear,NAB
313,2015-09-13 19:18:00,3.83,normal,traffic sensor occupancy,occupancy units / %,572,занятость дорожного датчика,backup_less_clear,NAB
314,2015-09-13 19:58:00,7.0,normal,traffic sensor occupancy,occupancy units / %,574,занятость дорожного датчика,backup_less_clear,NAB
315,2015-09-13 20:33:00,1.89,normal,traffic sensor occupancy,occupancy units / %,576,занятость дорожного датчика,backup_less_clear,NAB
316,2015-09-13 21:03:00,2.22,normal,traffic sensor occupancy,occupancy units / %,578,занятость дорожного датчика,backup_less_clear,NAB
317,2015-09-13 21:33:00,0.83,normal,traffic sensor occupancy,occupancy units / %,579,занятость дорожного датчика,backup_less_clear,NAB
318,2015-09-13 22:13:00,2.94,normal,traffic sensor occupancy,occupancy units / %,581,занятость дорожного датчика,backup_less_clear,NAB
319,2015-09-13 22:53:00,0.61,normal,traffic sensor occupancy,occupancy units / %,583,занятость дорожного датчика,backup_less_clear,NAB
320,2015-09-13 23:53:00,0.89,normal,traffic sensor occupancy,occupancy units / %,585,занятость дорожного датчика,backup_less_clear,NAB
321,2015-09-14 01:28:00,1.72,normal,traffic sensor occupancy,occupancy units / %,587,занятость дорожного датчика,backup_less_clear,NAB
322,2015-09-14 02:43:00,5.22,normal,traffic sensor occupancy,occupancy units / %,588,занятость дорожного датчика,backup_less_clear,NAB
323,2015-09-14 03:13:00,1.5,normal,traffic sensor occupancy,occupancy units / %,590,занятость дорожного датчика,backup_less_clear,NAB
324,2015-09-14 04:28:00,2.44,normal,traffic sensor occupancy,occupancy units / %,592,занятость дорожного датчика,backup_less_clear,NAB
325,2015-09-14 05:18:00,4.33,normal,traffic sensor occupancy,occupancy units / %,594,занятость дорожного датчика,backup_less_clear,NAB
326,2015-09-14 05:38:00,4.72,normal,traffic sensor occupancy,occupancy units / %,596,занятость дорожного датчика,backup_less_clear,NAB
327,2015-09-14 05:58:00,3.11,normal,traffic sensor occupancy,occupancy units / %,597,занятость дорожного датчика,backup_less_clear,NAB
328,2015-09-14 06:28:00,13.39,normal,traffic sensor occupancy,occupancy units / %,599,занятость дорожного датчика,backup_less_clear,NAB
329,2015-09-14 07:18:00,11.94,normal,traffic sensor occupancy,occupancy units / %,603,занятость дорожного датчика,backup_less_clear,NAB
330,2015-09-14 07:53:00,6.28,normal,traffic sensor occupancy,occupancy units / %,605,занятость дорожного датчика,backup_less_clear,NAB
331,2015-09-14 08:08:00,20.72,normal,traffic sensor occupancy,occupancy units / %,606,занятость дорожного датчика,backup_less_clear,NAB
332,2015-09-14 08:48:00,15.39,normal,traffic sensor occupancy,occupancy units / %,608,занятость дорожного датчика,backup_less_clear,NAB
333,2015-09-14 09:13:00,10.17,normal,traffic sensor occupancy,occupancy units / %,610,занятость дорожного датчика,backup_less_clear,NAB
334,2015-09-14 09:43:00,5.5,normal,traffic sensor occupancy,occupancy units / %,612,занятость дорожного датчика,backup_less_clear,NAB
335,2015-09-14 10:03:00,5.67,normal,traffic sensor occupancy,occupancy units / %,614,занятость дорожного датчика,backup_less_clear,NAB
336,2015-09-14 10:28:00,9.22,normal,traffic sensor occupancy,occupancy units / %,615,занятость дорожного датчика,backup_less_clear,NAB
337,2015-09-14 10:48:00,11.28,normal,traffic sensor occupancy,occupancy units / %,617,занятость дорожного датчика,backup_less_clear,NAB
338,2015-09-14 11:13:00,16.28,normal,traffic sensor occupancy,occupancy units / %,619,занятость дорожного датчика,backup_less_clear,NAB
339,2015-09-14 11:53:00,13.44,normal,traffic sensor occupancy,occupancy units / %,621,занятость дорожного датчика,backup_less_clear,NAB
340,2015-09-14 12:23:00,7.72,normal,traffic sensor occupancy,occupancy units / %,623,занятость дорожного датчика,backup_less_clear,NAB
341,2015-09-14 12:48:00,5.22,normal,traffic sensor occupancy,occupancy units / %,624,занятость дорожного датчика,backup_less_clear,NAB
342,2015-09-14 13:15:00,10.33,normal,traffic sensor occupancy,occupancy units / %,626,занятость дорожного датчика,backup_less_clear,NAB
343,2015-09-14 13:40:00,1.5,normal,traffic sensor occupancy,occupancy units / %,628,занятость дорожного датчика,backup_less_clear,NAB
344,2015-09-14 14:10:00,12.22,normal,traffic sensor occupancy,occupancy units / %,630,занятость дорожного датчика,backup_less_clear,NAB
345,2015-09-14 14:40:00,17.33,normal,traffic sensor occupancy,occupancy units / %,632,занятость дорожного датчика,backup_less_clear,NAB
346,2015-09-14 14:45:00,2.67,normal,traffic sensor occupancy,occupancy units / %,633,занятость дорожного датчика,backup_less_clear,NAB
347,2015-09-14 15:40:00,13.28,normal,traffic sensor occupancy,occupancy units / %,635,занятость дорожного датчика,backup_less_clear,NAB
348,2015-09-14 16:05:00,8.83,normal,traffic sensor occupancy,occupancy units / %,637,занятость дорожного датчика,backup_less_clear,NAB
349,2015-09-14 16:50:00,14.33,normal,traffic sensor occupancy,occupancy units / %,639,занятость дорожного датчика,backup_less_clear,NAB
350,2015-09-14 17:15:00,9.17,normal,traffic sensor occupancy,occupancy units / %,641,занятость дорожного датчика,backup_less_clear,NAB
351,2015-09-14 17:25:00,4.89,normal,traffic sensor occupancy,occupancy units / %,642,занятость дорожного датчика,backup_less_clear,NAB
352,2015-09-14 18:00:00,2.78,normal,traffic sensor occupancy,occupancy units / %,644,занятость дорожного датчика,backup_less_clear,NAB
353,2015-09-14 18:30:00,2.72,normal,traffic sensor occupancy,occupancy units / %,646,занятость дорожного датчика,backup_less_clear,NAB
354,2015-09-14 18:50:00,3.44,normal,traffic sensor occupancy,occupancy units / %,648,занятость дорожного датчика,backup_less_clear,NAB
355,2015-09-14 19:20:00,6.56,normal,traffic sensor occupancy,occupancy units / %,650,занятость дорожного датчика,backup_less_clear,NAB
356,2015-09-14 19:30:00,2.5,normal,traffic sensor occupancy,occupancy units / %,651,занятость дорожного датчика,backup_less_clear,NAB
357,2015-09-14 20:10:00,9.78,normal,traffic sensor occupancy,occupancy units / %,653,занятость дорожного датчика,backup_less_clear,NAB
358,2015-09-14 20:50:00,5.56,normal,traffic sensor occupancy,occupancy units / %,655,занятость дорожного датчика,backup_less_clear,NAB
359,2015-09-14 21:35:00,1.67,normal,traffic sensor occupancy,occupancy units / %,657,занятость дорожного датчика,backup_less_clear,NAB
360,2015-09-14 22:06:00,0.83,normal,traffic sensor occupancy,occupancy units / %,659,занятость дорожного датчика,backup_less_clear,NAB
361,2015-09-14 22:30:00,0.94,normal,traffic sensor occupancy,occupancy units / %,660,занятость дорожного датчика,backup_less_clear,NAB
362,2015-09-14 23:15:00,1.56,normal,traffic sensor occupancy,occupancy units / %,662,занятость дорожного датчика,backup_less_clear,NAB
363,2015-09-15 00:56:00,0.78,normal,traffic sensor occupancy,occupancy units / %,664,занятость дорожного датчика,backup_less_clear,NAB
364,2015-09-15 02:06:00,0.78,normal,traffic sensor occupancy,occupancy units / %,666,занятость дорожного датчика,backup_less_clear,NAB
365,2015-09-15 03:45:00,0.67,normal,traffic sensor occupancy,occupancy units / %,668,занятость дорожного датчика,backup_less_clear,NAB
366,2015-09-15 04:06:00,3.5,normal,traffic sensor occupancy,occupancy units / %,669,занятость дорожного датчика,backup_less_clear,NAB
367,2015-09-15 04:41:00,5.06,normal,traffic sensor occupancy,occupancy units / %,671,занятость дорожного датчика,backup_less_clear,NAB
368,2015-09-15 05:05:00,5.33,normal,traffic sensor occupancy,occupancy units / %,673,занятость дорожного датчика,backup_less_clear,NAB
369,2015-09-15 05:41:00,9.56,normal,traffic sensor occupancy,occupancy units / %,675,занятость дорожного датчика,backup_less_clear,NAB
370,2015-09-15 06:00:00,12.28,normal,traffic sensor occupancy,occupancy units / %,677,занятость дорожного датчика,backup_less_clear,NAB
371,2015-09-15 06:25:00,7.56,normal,traffic sensor occupancy,occupancy units / %,678,занятость дорожного датчика,backup_less_clear,NAB
372,2015-09-15 06:55:00,7.61,normal,traffic sensor occupancy,occupancy units / %,680,занятость дорожного датчика,backup_less_clear,NAB
373,2015-09-15 07:26:00,9.17,normal,traffic sensor occupancy,occupancy units / %,682,занятость дорожного датчика,backup_less_clear,NAB
374,2015-09-15 07:51:00,7.67,normal,traffic sensor occupancy,occupancy units / %,684,занятость дорожного датчика,backup_less_clear,NAB
375,2015-09-15 08:31:00,12.61,normal,traffic sensor occupancy,occupancy units / %,686,занятость дорожного датчика,backup_less_clear,NAB
376,2015-09-15 08:46:00,5.22,normal,traffic sensor occupancy,occupancy units / %,687,занятость дорожного датчика,backup_less_clear,NAB
377,2015-09-15 09:11:00,7.06,normal,traffic sensor occupancy,occupancy units / %,689,занятость дорожного датчика,backup_less_clear,NAB
378,2015-09-15 09:41:00,2.94,normal,traffic sensor occupancy,occupancy units / %,691,занятость дорожного датчика,backup_less_clear,NAB
379,2015-09-15 10:11:00,5.0,normal,traffic sensor occupancy,occupancy units / %,693,занятость дорожного датчика,backup_less_clear,NAB
380,2015-09-15 10:36:00,11.83,normal,traffic sensor occupancy,occupancy units / %,695,занятость дорожного датчика,backup_less_clear,NAB
381,2015-09-15 10:46:00,6.78,normal,traffic sensor occupancy,occupancy units / %,696,занятость дорожного датчика,backup_less_clear,NAB
382,2015-09-15 11:21:00,10.0,normal,traffic sensor occupancy,occupancy units / %,698,занятость дорожного датчика,backup_less_clear,NAB
383,2015-09-15 11:41:00,10.5,normal,traffic sensor occupancy,occupancy units / %,700,занятость дорожного датчика,backup_less_clear,NAB
384,2015-09-15 12:21:00,13.28,normal,traffic sensor occupancy,occupancy units / %,702,занятость дорожного датчика,backup_less_clear,NAB
385,2015-09-15 12:41:00,9.67,normal,traffic sensor occupancy,occupancy units / %,704,занятость дорожного датчика,backup_less_clear,NAB
386,2015-09-15 12:56:00,7.39,normal,traffic sensor occupancy,occupancy units / %,705,занятость дорожного датчика,backup_less_clear,NAB
387,2015-09-15 13:21:00,7.94,normal,traffic sensor occupancy,occupancy units / %,707,занятость дорожного датчика,backup_less_clear,NAB
388,2015-09-15 13:51:00,7.33,normal,traffic sensor occupancy,occupancy units / %,709,занятость дорожного датчика,backup_less_clear,NAB
389,2015-09-15 14:54:00,6.06,normal,traffic sensor occupancy,occupancy units / %,713,занятость дорожного датчика,backup_less_clear,NAB
390,2015-09-15 15:04:00,10.83,normal,traffic sensor occupancy,occupancy units / %,714,занятость дорожного датчика,backup_less_clear,NAB
391,2015-09-15 15:29:00,5.33,normal,traffic sensor occupancy,occupancy units / %,716,занятость дорожного датчика,backup_less_clear,NAB
392,2015-09-15 16:04:00,9.94,normal,traffic sensor occupancy,occupancy units / %,718,занятость дорожного датчика,backup_less_clear,NAB
393,2015-09-15 16:34:00,10.78,normal,traffic sensor occupancy,occupancy units / %,720,занятость дорожного датчика,backup_less_clear,NAB
394,2015-09-15 16:54:00,9.72,normal,traffic sensor occupancy,occupancy units / %,722,занятость дорожного датчика,backup_less_clear,NAB
395,2015-09-15 17:14:00,11.22,normal,traffic sensor occupancy,occupancy units / %,723,занятость дорожного датчика,backup_less_clear,NAB
396,2015-09-15 17:49:00,13.0,normal,traffic sensor occupancy,occupancy units / %,725,занятость дорожного датчика,backup_less_clear,NAB
397,2015-09-15 18:09:00,3.06,normal,traffic sensor occupancy,occupancy units / %,727,занятость дорожного датчика,backup_less_clear,NAB
398,2015-09-15 18:39:00,4.94,normal,traffic sensor occupancy,occupancy units / %,729,занятость дорожного датчика,backup_less_clear,NAB
399,2015-09-15 19:29:00,8.67,normal,traffic sensor occupancy,occupancy units / %,731,занятость дорожного датчика,backup_less_clear,NAB
400,2015-09-15 19:39:00,1.17,normal,traffic sensor occupancy,occupancy units / %,732,занятость дорожного датчика,backup_less_clear,NAB
401,2015-09-15 20:14:00,2.44,normal,traffic sensor occupancy,occupancy units / %,734,занятость дорожного датчика,backup_less_clear,NAB
402,2015-09-15 20:34:00,8.61,normal,traffic sensor occupancy,occupancy units / %,736,занятость дорожного датчика,backup_less_clear,NAB
403,2015-09-15 20:59:00,7.5,normal,traffic sensor occupancy,occupancy units / %,738,занятость дорожного датчика,backup_less_clear,NAB
404,2015-09-15 21:39:00,11.94,normal,traffic sensor occupancy,occupancy units / %,740,занятость дорожного датчика,backup_less_clear,NAB
405,2015-09-15 21:59:00,1.89,normal,traffic sensor occupancy,occupancy units / %,741,занятость дорожного датчика,backup_less_clear,NAB
406,2015-09-15 22:24:00,0.72,normal,traffic sensor occupancy,occupancy units / %,743,занятость дорожного датчика,backup_less_clear,NAB
407,2015-09-15 23:04:00,4.39,normal,traffic sensor occupancy,occupancy units / %,745,занятость дорожного датчика,backup_less_clear,NAB
408,2015-09-15 23:34:00,7.28,normal,traffic sensor occupancy,occupancy units / %,747,занятость дорожного датчика,backup_less_clear,NAB
409,2015-09-16 00:09:00,0.78,normal,traffic sensor occupancy,occupancy units / %,748,занятость дорожного датчика,backup_less_clear,NAB
410,2015-09-16 00:34:00,4.28,normal,traffic sensor occupancy,occupancy units / %,749,занятость дорожного датчика,backup_less_clear,NAB
411,2015-09-16 00:59:00,0.78,anomaly_window_1,traffic sensor occupancy,occupancy units / %,750,занятость дорожного датчика,backup_less_clear,NAB
412,2015-09-16 01:39:00,0.94,anomaly_window_1,traffic sensor occupancy,occupancy units / %,751,занятость дорожного датчика,backup_less_clear,NAB
413,2015-09-16 02:34:00,3.44,anomaly_window_1,traffic sensor occupancy,occupancy units / %,752,занятость дорожного датчика,backup_less_clear,NAB
414,2015-09-16 03:39:00,3.94,anomaly_window_1,traffic sensor occupancy,occupancy units / %,754,занятость дорожного датчика,backup_less_clear,NAB
415,2015-09-16 04:24:00,2.28,anomaly_window_1,traffic sensor occupancy,occupancy units / %,756,занятость дорожного датчика,backup_less_clear,NAB
416,2015-09-16 04:49:00,3.44,anomaly_window_1,traffic sensor occupancy,occupancy units / %,758,занятость дорожного датчика,backup_less_clear,NAB
417,2015-09-16 05:04:00,1.83,anomaly_window_1,traffic sensor occupancy,occupancy units / %,759,занятость дорожного датчика,backup_less_clear,NAB
418,2015-09-16 05:39:00,8.72,anomaly_window_1,traffic sensor occupancy,occupancy units / %,761,занятость дорожного датчика,backup_less_clear,NAB
419,2015-09-16 06:04:00,3.83,anomaly_window_1,traffic sensor occupancy,occupancy units / %,763,занятость дорожного датчика,backup_less_clear,NAB
